																															Class	blank	blank	blank	blank	blank	qcpool	qcpool	qcpool	qcpool	qcpool	qcpool	qcpool	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	sample	NA	NA	NA	NA	NA	NA
1604	5.108	728.58545	w/o MS2:TG 8:0_8:0_26:6	[M+H]+		0.792	True	11.61	728.5824	C45H74O6	TG	PPSQIVJFGDZEDW-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCC)COC(=O)CCCCCCC)CCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC	530	True	True	False		False	False	null	null	64.2	99.8	null	null	null	79.6	Sample_CPM010_014	728.58545:21181 729.5888:12944 730.59216:3714	85.09779:31 89.06055:124 109.0972:26 117.08729:62 169.19272:26 297.30783:31 328.79593:26 385.35706:31 660.26434:26 711.56696:124 728.58362:449	3945	2827	5996	2088	3257	19233	13772	18850	16974	19571	18709	17967	167774	48392	70390	75085	8325	52975	33913	51289	7579	192381	30406	27398	45372	24973	13843	23232	35835	53903	33487	74250	15013	74403	108500	84233	93898	33655	19659	43389	10542	34835	74905	61323	54218	80473	94783	47062	89454	65282	74209	126823	77141	27032	73425	76283	71261	54026	50629	6857	28767	46345	23706	29945	102169	42030	2306	66119	21908	81959	27037	16842	3622.26215820313	17868.1065848214	54720.8148640951	1488.03796730346	2000.93103950228	37005.8653970429
1605	7.347	728.60175	HexCer 36:1;2O|HexCer 18:1;2O/18:0	[M+H]+	similar chromatogram in higher mz_1831; similar chromatogram in higher mz_2668; similar chromatogram in higher mz_2727	0.75	True	10.25	728.60352	C42H81NO8	HexCer_NS	YMYQEDCYNANIPI-UHFFFAOYSA-N	O=C(NC(COC1OC(CO)C(O)C(O)C1O)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC	410	True	True	True		False	False	null	null	100	100	49.9	79.1	100	29.96	Sample_CPM033_038	728.60284:15766 729.60619:18640 730.60955:1282	236.23221:31 252.27538:93 264.26294:1217 282.26068:31 282.28195:154 392.28915:31 444.32779:62 518.5415:31 530.52966:124 532.55402:31 548.53845:495 566.52344:31 597.31586:26 710.57898:701	3822	1875	585	379	303	85772	52351	66014	55660	60644	71517	55541	107855	82548	129289	130335	39441	90440	104843	105794	37578	97106	31294	64120	94051	124592	63877	85564	96302	89179	91244	115840	41144	108445	65709	87642	92208	53786	79036	79551	89916	71575	125757	102945	95414	61272	122930	138006	46790	69674	53413	51230	98280	123309	91695	62056	55583	58246	83866	38610	55635	117859	81960	73335	56437	111194	204	103786	104819	63670	113637	42463	1392.77418823242	63928.3041294643	82572.9910728455	1499.89413377959	11708.9991562091	29548.3765583243
1606	9.366	728.67456	Unknown	[M+H]+		0.444	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	37.34	Sample_CPM009_013	728.67963:4128 729.68298:3217 730.68634:1493	119.99632:26 644.57898:26 726.43018:26 728.68866:357	82427	12971	14579	17707	15897	35372	34049	25858	30659	29713	29997	24152	65137	46551	114779	59890	34409	61053	61918	48924	37202	14008	31791	50181	125223	48513	45739	53206	49996	112911	50991	82469	38883	92960	79298	78030	68846	70743	48037	67361	39947	57084	27292	53345	30981	97998	64054	70468	148653	37431	36314	52173	71929	34783	57911	52082	45478	49634	55105	27239	42084	32546	38104	35914	103797	58294	15152	59706	37027	62648	50464	46278	28716.1318359375	29971.4899553571	57182.7643880208	30075.7141206884	4023.20525272414	25989.735304278
1607	6.376	729.01843	Unknown	[M+H]+		0.736	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	77.5	QCpool_048	729.02155:3075 730.0249:1611 731.02826:0	86.09566:93 184.06967:2851 185.07741:264 693.44067:62 704.52374:93 705.52716:93 726.48383:62 727.51794:93 728.5224:198 729.52002:1302	80	48	37	22	22	50223	22532	25888	23229	25195	31191	18357	26909	46813	24734	14037	18521	5522	21268	26435	26538	30122	33495	42813	32581	30851	21225	33149	8114	19725	26371	33170	25942	33756	24957	23446	34434	13213	18647	14841	24580	1983	23753	20374	36881	20593	19822	20671	1021	23134	30872	17787	29788	45186	28122	26223	10275	14978	31826	0	28076	22037	12903	29189	29427	11564	19	12996	37059	25074	40465	1948	41.7035930633545	28087.8518415179	23170.9537059784	23.8064809099406	10503.7876733792	11032.1228801185
1608	6.704	729.58362	SM 36:2;2O|SM 18:2;2O/18:0	[M+H]+		0.917	True	9.08	729.59052	C41H81N2O6P	SM	GCHHFAWECQPLHL-UHFFFAOYSA-N	O=C(NC(COP(=O)([O-])OCC[N+](C)(C)C)C(O)C=CCCC=CCCCCCCCCC)CCCCCCCCCCCCCCCCC	410	True	True	True		False	False	null	null	100	100	87.1	87.8	100	3721.98	Sample_CPM028_033	729.58917:596274 730.59252:452748 731.59588:206263	56.05745:31 60.07776:310 71.06763:31 71.07001:62 80.97042:31 86.08898:60 86.09811:1870 95.08353:26 98.98586:155 104.10594:616 124.99932:2875 143.35104:26 154.91904:26 166.0639:249 180.22845:26 183.51744:178 183.5517:62 184.07167:103982 184.72792:93 184.88835:62 185.07368:124 185.15396:62 185.37004:62 185.74321:62 186.08609:93 186.58661:93 186.72672:62 187.8784:62 188.94864:62 189.57095:31 191.56071:31 243.48457:26 262.24442:124 465.32538:26 523.46985:31 528.48639:31 546.44769:62 546.51666:93 573.47296:31 588.48706:31 652.46289:31 652.49158:62 670.44861:93 701.36371:26 711.56873:522 727.34222:124 729.43134:62 729.58691:19907	1391	752	256	2279	1978	1722178	2247812	2632036	2415514	2592689	2576794	2974190	3848832	1681285	3320143	6121278	1832880	3328490	2403908	2267297	1540315	2573772	2573620	2796162	2320764	3934300	2826302	1950459	2683820	5391910	2937672	3499857	1921968	3573243	2906759	2573815	1931715	2249618	3893478	5214288	2819498	822222	4186190	6063057	3923066	4004664	7763207	5310434	649523	3024949	3120463	2554795	5623869	2324374	6441300	2723940	3572619	2948324	2095651	466997	2565517	4232732	3470018	2476003	2204949	2620333	4068	5125498	2477201	2392582	4760076	1150482	1331.26848449707	2451601.78571429	3133609.20754395	838.442511464739	390752.540517664	1514943.31116004
1609	9.123	729.60449	w/o MS2:RIKEN P-VS1 ID-8762 from Mouse_Brain_WT_N_F1EPA	[M+Na]+	adduct linked to 1515_[M+H]+	0.903	True	9.96	729.60437		Unknown			530	True	True	False		False	False	null	null	98	100	null	null	null	216.31	QCpool_015	729.6073:13315 730.61065:12956 731.61401:5442	447.3443:26 727.43939:26 729.60828:1555	6145	1522	1064	3145	2529	126509	120269	117162	119821	117180	104181	104358	251570	172819	278214	155965	148761	133159	165845	181772	104717	171745	94777	203738	188012	295109	176010	225355	151387	236508	186639	100104	89779	67745	140692	132623	206133	181242	134264	201854	171712	231934	113544	165188	130952	135278	199075	159121	199943	101444	134435	93404	212593	44325	217530	92956	127749	136287	174066	243126	210917	178878	79966	99276	185210	145296	3288	141525	112795	175389	191745	295719	2881.08381347656	115640.172991071	161353.371647135	1999.47798325463	8369.7897396444	58285.6503403833
1610	10.404	729.64703	RIKEN P-VS1 ID-8767 from Mouse_Brain_fads2KO_N_Ctr	[M+H]+		0.917	True	13.66	729.64288		Unknown			430	True	True	True		False	False	null	null	86.3	99.9	85.6	77.1	66.7	244.37	Sample_CPM061_066	729.64423:11980 730.64758:21815 731.65094:7046	199.09886:26 727.37085:26 729.64215:369	5282	1207	1297	323	95	97358	74091	74774	89845	73811	68888	89375	101292	117788	102208	87820	121536	126830	109463	76342	46523	106378	131228	78308	142766	70471	62970	77897	146598	76712	79642	102620	54985	43879	74060	93158	51292	51791	146683	66369	70192	56376	92888	73687	73746	57028	42279	60477	65713	87245	122627	83313	49724	63080	58756	58910	66746	72118	47326	52459	73385	70684	85576	109973	30669	59093	644	38333	68366	36123	28468	43476	1640.76106872559	81163.1618303571	75784.8449025472	2103.23565339561	10806.5104485923	30747.6719392253
1611	6.812	730.29626	Unknown	[M+H]+	similar chromatogram in higher mz_1620	0.917	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1129.89	QCpool_015	730.30078:149678 731.30413:116391 732.30749:30840	60.07057:31 60.08037:124 71.06688:31 71.06924:62 82.43239:26 86.0972:822 98.98343:31 98.98902:62 125.00277:1201 128.59047:26 166.05501:31 166.05682:155 183.51753:124 184.07367:42785 184.56384:62 185.07568:503 185.73946:62 186.14558:62 187.94588:62 192.50107:31 466.29431:26 474.29767:93 492.28998:31 494.31815:62 496.36612:62 525.46936:31 547.448:62 596.40778:26 671.45038:62 712.55188:31 728.26404:62 728.35126:62 729.51569:62 730.54431:19396	234	157	165	2326	2169	1467719	1523069	1536191	1460605	1601882	1476837	1449316	1598875	1496547	1388689	1270574	999721	1352262	1406737	1712230	722951	1594912	1841891	1589997	1690504	1520840	1680459	1845135	1596753	1347812	1565340	1231961	1233674	1752685	1768846	1546934	1311193	1282246	1565809	1175040	1689739	950072	1707351	1551788	1375026	1335495	1376089	1492918	894209	1784528	1542345	1413619	1444976	1695767	1684358	1328274	1585984	1310134	1671596	741027	1702318	1659868	1630950	1862793	1499073	1527354	2901	1692667	1813460	1760012	1560145	677864	1010.30469970703	1502231.35714286	1450922.00473633	1131.39486556941	54598.9930789149	336638.375995714
1612	7.279	730.52856	PE 35:2|PE 17:1_18:1	[M+H]+		0.847	True	9.63	730.53809	C40H76NO8P	PE	MLYDZMPNTAJTBN-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCC	410	True	True	True		False	False	null	null	100	100	70.8	74.1	100	167.91	Sample_CPM021_025	730.53497:124129 731.53832:89075 732.54168:141235	67.04957:31 67.05762:31 69.07078:124 71.09238:62 79.06516:31 81.07648:31 95.08056:62 95.08466:93 97.10076:93 109.09348:31 109.09934:124 121.09229:31 121.09692:93 123.11344:93 135.10791:31 135.11771:124 149.14017:31 167.13857:62 184.07285:838 251.22974:124 265.25253:62 279.26627:62 294.27661:62 313.25256:31 327.28815:62 339.28799:154 589.52368:7775 730.52026:479	9388	3271	1622	12115	4826	1539892	1844926	2044047	1481462	1381962	1396266	1337633	2277779	1775769	1929986	1863282	1324946	2188816	2639068	2663331	876549	1938443	1953119	1597578	1657678	2009694	1579005	1666867	2284891	1692586	1777205	1763989	1482488	2134233	1510407	2216251	1631268	1743715	1516161	1607159	1597862	1163105	1699855	1657143	1933975	2285385	1387242	1675010	836871	1362084	2289960	2168604	1551233	1511676	1435727	1669049	2568469	1959274	1529256	941587	2412126	1996688	1567381	1577922	2122118	1172528	14336	2216511	1465524	2188473	1573294	954571	6244.23842773438	1575169.82142857	1729785.00626628	4375.15496932722	267207.862359374	473946.224888551
1613	6.473	730.53662	PC 32:2|PC 16:1_16:1	[M+H]+	found in higher mz's MsMs_2669; found in higher mz's MsMs_2697; similar chromatogram in higher mz_2457	0.958	True	8.59	730.53809	C40H76NO8P	PC	GPWHCUUIQMGELX-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCCCCCC	410	True	True	True		False	False	null	null	100	100	84.6	83.6	100	30933.38	Sample_CPM028_033	730.53796:106277552 731.54131:59353276 732.54467:15130905	53.03431:62 55.05434:93 56.04906:927 57.06754:62 59.90369:155 60.08105:15717 60.43002:62 67.05545:124 69.06625:124 70.06809:124 71.07359:4430 79.05162:93 80.97046:276 83.08253:62 84.08047:62 85.06105:62 85.84153:316 86.09684:89363 86.4583:62 86.59159:62 86.69489:93 86.83884:62 86.9685:62 87.09431:62 87.12971:62 87.34229:62 87.61691:62 87.67083:62 87.82217:62 88.28223:62 91.06122:62 95.08495:155 97.09551:93 97.10521:93 98.9859:2977 103.27484:62 104.10886:6979 104.53645:62 117.29218:62 121.10044:314 123.11388:93 124.6227:534 124.99937:115569 125.36876:62 125.82534:62 126.0019:62 126.177:62 126.78371:62 127.10661:62 127.72982:62 135.11331:316 137.13264:93 141.12608:62 149.13046:93 151.14964:62 163.01314:300 165.56288:62 166.06035:9742 172.577:62 181.02342:154 181.86363:62 183.51942:9753 183.67932:93 183.74406:93 183.78787:93 183.82596:93 183.90787:123 183.94597:154 183.96503:92 184.03554:132 184.04887:1271 184.07747:1029487 184.644:4047 184.69936:4219 184.71082:10567 184.74519:449 184.80057:2414 184.81584:1012 184.86932:502 184.90753:237 184.9209:183 184.94193:531 184.98204:251 185.00688:284 185.04701:470 185.07759:1486 185.11008:161 185.12537:122 185.15596:297 185.22478:468 185.24199:92 185.29553:285 185.35674:123 185.37395:217 185.38925:123 185.41986:153 185.44855:360 185.46194:183 185.48682:92 185.50021:231 185.5136:275 185.52892:92 185.56528:153 185.57484:207 185.61311:208 185.64757:268 185.7184:274 185.74521:191 185.772:153 185.78349:242 185.83711:122 185.85628:229 185.88116:204 185.90224:122 185.91948:204 185.93289:273 185.9463:217 185.96545:92 186.00186:179 186.02486:222 186.04976:207 186.07658:636 186.1245:123 186.15517:168 186.17242:153 186.21843:202 186.25677:153 186.32196:123 186.35072:153 186.37758:153 186.39484:194 186.44662:153 186.46773:123 186.49651:216 186.51761:153 186.55983:153 186.57901:221 186.61163:153 186.63083:222 186.6577:255 186.68073:123 186.69801:92 186.72488:154 186.76135:165 186.78632:202 186.83047:162 186.84009:123 186.87849:228 186.89386:242 186.9169:123 186.96877:154 187.01103:167 187.03217:179 187.04753:123 187.07828:123 187.0898:123 187.11862:123 187.16859:92 187.18398:123 187.23395:123 187.2551:325 187.28201:182 187.31085:92 187.34161:123 187.38007:123 187.407:154 187.44162:154 187.46855:123 187.50317:123 187.52048:92 187.54742:194 187.57436:123 187.58975:196 187.61476:123 187.64555:123 187.68019:92 187.79761:200 187.82841:123 187.84767:154 187.86307:92 187.92278:154 187.98055:154 188.00558:123 188.0287:123 188.06531:154 188.1077:92 188.12697:123 188.15395:92 188.18092:154 188.19633:92 188.27536:123 188.29657:92 188.31584:123 188.33127:92 188.3544:92 188.36983:62 188.3949:92 188.44118:123 188.47397:123 188.5164:92 188.54147:154 188.58971:92 188.61285:123 188.63794:92 188.75372:123 188.78654:192 188.80777:92 188.83865:123 188.86955:93 188.90044:123 188.95065:123 189.03177:93 189.05109:93 189.10904:123 189.1496:93 189.22496:123 189.29454:93 189.32161:123 189.36606:62 189.40472:93 189.4608:62 189.49561:123 189.58072:62 189.60199:93 189.66389:62 189.69292:62 189.71034:62 189.77806:93 189.91162:62 189.99489:123 190.01619:62 190.05298:62 190.10141:62 190.12852:62 190.19826:93 190.27383:62 190.29903:62 190.32809:62 190.46185:62 190.60147:93 190.64996:62 190.73532:124 190.81294:62 190.88863:62 190.9391:62 190.98958:62 191.01288:62 191.17212:62 191.2168:62 191.38779:93 191.46942:62 191.51997:62 191.63469:62 191.68721:62 191.7514:62 191.87398:62 191.92847:62 192.01411:62 192.09782:62 192.20299:62 192.2809:62 192.34129:93 192.37442:62 192.42703:62 192.47186:62 192.55373:93 192.71947:62 192.85211:62 193.01407:62 193.06482:62 193.44174:62 193.62741:62 194.41014:62 194.74916:62 195.25137:62 196.02165:62 197.16806:62 199.02275:62 204.98874:62 211.21227:62 219.20625:123 237.21658:260 258.10678:154 281.255:62 309.25885:62 311.25827:707 395.6402:62 417.23404:863 420.28424:124 448.28061:62 450.29956:180 468.3002:225 468.31235:123 474.27783:62 476.31149:5068 477.32996:62 478.41098:62 492.82486:93 494.32611:7802 496.35532:62 502.31046:123 504.32761:62 520.33771:204 522.36176:62 547.47308:2519 589.47949:93 597.48108:62 662.93658:26 678.68042:62 702.92004:62 726.16467:62 727.33875:62 727.73285:62 728.29382:3371 728.41138:62 728.95746:62 729.09021:93 729.20782:62 729.29504:93 729.37091:62 729.44305:92 729.5379:202 729.56445:123 729.6062:167 729.6214:92 729.66693:123 729.72382:92 729.79211:154 729.83771:154 729.87561:93 730.05786:154 730.16034:123 730.1983:154 730.32355:93 730.45642:132 730.54376:380129	5402	6170	2259	238874	188365	422995392	411831744	414862112	411962432	414434432	398010848	403128000	1051052288	776482560	1129681536	1196577408	172754320	1238871552	1251113088	945341184	264464640	659442944	808014784	1173897088	1092306176	963097472	1177201664	975420864	1328949376	1274592768	1068020672	1093764992	277349952	872261888	1156916352	1291166464	1195740288	1299534848	1169216768	1325304064	806738944	159956368	568655936	1003620800	560128384	1310223360	1141002624	1025377088	158462752	962167744	1096816128	1226667904	1086878464	462953280	936020096	1299522560	1088791424	1271934080	784954112	72242952	984939712	640651328	601187968	582663808	1212026880	497325984	307665	1134568960	558337728	1073759360	804521984	99661552	88213.9989257813	411032137.142857	890693432.15	115872.599782506	8194489.60217005	374784954.230724
1614	7.962	730.56317	PE P-36:1|PE P-18:0_18:1	[M+H]+		0.833	True	11.38	730.57452	C41H80NO7P	EtherPE	XVYPOHCSLJZFED-UHFFFAOYSA-N	O=C(OC(COC=CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC	410	True	True	True		False	False	null	null	100	99.9	64.6	92	100	16.88	Sample_CPM028_033	730.57056:119002 731.57391:99273 732.57727:139782	55.0521:62 57.07056:62 67.04951:31 73.56062:26 81.06759:62 83.08613:62 86.09528:62 95.08467:93 109.09939:62 121.10318:93 124.99744:93 135.11946:93 149.12489:31 149.12833:62 155.00259:31 184.06741:1323 247.24033:62 265.24393:62 294.29895:62 294.31583:279 305.26617:26 307.29947:154 311.25986:847 312.31662:93 317.33432:31 335.33087:62 339.28366:4035 364.25842:184 367.32144:957 392.28458:1179 414.49976:26 420.3349:457 434.25616:31 444.32315:26 462.29871:124 550.55585:26 589.5528:781 712.56421:93 730.56824:1328	8564	5987	3110	4139	2293	145598	146074	149352	143861	122240	112544	114200	666567	410539	893948	972588	68597	539816	569572	704325	41460	310138	269316	644386	1127488	995277	517803	860703	816311	1194741	926966	711881	146219	454620	887461	718558	628727	824963	954649	861606	662025	321613	163780	490221	229527	747684	687877	405961	187114	294603	393096	612314	781983	453565	423561	678987	170218	570284	531770	100404	271988	220252	147612	262480	567484	129084	3443	799837	335100	470350	633274	174205	4818.24487304688	133409.887276786	527348.659749349	2507.66589959362	16337.6143751413	295087.477330686
1615	7.059	731.59869	SM 36:1;2O|SM 18:1;2O/18:0	[M+H]+	adduct linked to 1705_[M+Na]+	0.917	True	9.72	731.6062	C41H83N2O6P	SM	LKQLRGMMMAHREN-UHFFFAOYSA-N	O=C(NC(COP(=O)([O-])OCC[N+](C)(C)C)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC	410	True	True	True		False	False	null	null	100	100	87.2	87.7	100	3166.13	Sample_CPM010_014	731.60419:1112000 732.60754:728765 733.6109:226765	56.04926:31 58.35265:26 60.08232:390 62.96586:26 71.07253:155 86.09428:2113 87.13762:31 97.67776:26 98.98447:155 104.10018:31 104.10592:366 121.09871:26 124.99917:3363 164.04384:26 166.06166:273 183.51688:363 184.07301:133265 184.70253:62 184.80182:62 184.99094:62 185.07503:314 185.34077:62 185.46512:62 185.90924:93 186.2561:62 186.49008:62 187.52365:62 191.27049:62 192.90407:31 207.91075:26 264.25134:31 264.26733:154 504.33356:26 530.51624:93 548.53137:31 576.51434:62 590.50568:62 632.78271:26 654.51245:62 711.40991:26 713.59235:533 717.11304:26 729.34625:124 731.32428:62 731.60162:27727	3277	2678	1342	4755	3709	9235060	9987156	10079934	9872851	10009311	9436929	9916068	19790768	8910113	17427726	19116458	8222934	14713669	14164345	13288740	7107215	9848756	9033984	8604342	7139522	13272657	11362578	6339956	14827405	15765540	12068469	16622991	6701088	16192683	8563770	10426756	5884661	10921365	7268439	12245221	8920307	5538392	22506286	20157126	13746321	12555535	16901190	19376260	3952642	9639990	15134632	12174818	13102887	9852438	18415020	10364518	14093015	11508626	7315588	2810656	12155406	17830212	10369375	13283111	9705523	22988012	9136	15334833	8533001	11058542	14734888	6868415	3152.18793945313	9791044.14285714	11946147.4869466	1264.57214597026	323109.078392746	4811656.99212001
1616	9.243	731.61987	w/o MS2:BA 24:1;O3;G/19:0	[M+H]+		0.792	True	12.24	731.6297	C45H79NO5	GLCAE	OILPYJORCHOSNH-UHFFFAOYSA-N	O=C(O)CNC(=O)CCC(C)C1CCC2C3CCC4CC(OC(=O)CCCCCCCCCCCCCCCCCC)CCC4(C)C3CCC12C	530	True	True	False		False	False	null	null	62.6	100	null	null	null	35.34	QCpool_015	731.62836:5178 732.63171:5173 733.63507:2425	95.08646:26 184.06946:62 714.62189:26 729.3775:31 731.57977:92 731.61774:427	7440	3137	681	495	366	53526	58385	34025	54981	37434	33299	32401	106016	71116	131226	84887	59191	69589	78228	59875	59345	69179	85350	79488	58035	125404	106416	88628	53431	115622	80884	37820	27500	35843	54740	60584	112502	85612	50034	82107	55594	117606	108631	64846	43163	84566	60507	68568	64978	35166	60128	35561	109019	18219	78653	71884	68360	44589	92842	162846	93027	79147	38508	71460	40565	60445	331	56504	59407	129155	81932	190589	2423.97664794922	43435.8390066964	74590.7998128255	3027.20454486818	11602.3215530124	33579.2011381319
1617	10.307	731.66034	Unknown	[M+H]+	adduct linked to 1684_[M+NH4]+	0.917	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	221.07	QCpool_004	731.65588:12571 732.65923:14668 733.66259:4283	121.09753:26 135.11674:31 173.13489:26 201.15506:31 213.16455:26 231.20532:31 252.97075:26 295.25961:26 362.20551:31 363.32394:62 367.33292:93 369.34967:124 420.19446:26 443.38562:62 521.44629:26 647.42633:31 689.45959:26 731.65155:312	1728	2566	391	609	801	98325	88980	78529	79258	65990	66988	72655	255450	213840	286066	260396	122776	236014	246450	215855	32648	132459	177666	201714	145811	193759	179073	220480	159567	190490	178855	107584	65562	40860	178931	143026	177925	171802	142444	126353	117684	158125	134626	167122	79889	112393	100812	123720	137666	125995	131061	125960	118966	57810	110315	85411	126100	84925	117827	129475	96843	92683	98059	142088	64675	108335	235	83980	116290	97362	80761	86848	1219.15535888672	78675.28125	136964.963423411	908.984730443659	11736.0857220661	58293.0899761814
1618	2.457	732.53955	PC 32:1	[M+H]+		0.764	True	8.92	732.55377	C40H78NO8P	PC	MLBVVLKJELORDK-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCCCCCCCC=CCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCC	420	True	True	True		False	False	null	null	84.2	99.8	74.8	62.9	83.3	300.66	QCpool_048	732.55072:44893 733.55407:27669 734.55743:12296	86.09715:31 183.51772:31 184.07195:1134 185.0816:62 328.25629:26 547.31793:31 664.34705:26 732.54504:1619	2723	3862	4790	8421	3293	62909	142388	128691	115696	899804	117292	171938	178426	188046	244353	278903	79512	385436	226182	245037	69531	243334	150737	272550	547765	698857	415930	222430	399548	433836	678669	394619	68644	182358	416669	1092122	863108	931156	448313	578774	140331	147736	428073	165563	215625	323378	532743	327752	363426	310957	264606	726440	441016	221223	278146	416895	344239	317737	284451	504003	196989	229204	126511	117446	464865	121437	13119	198241	126380	295193	198255	82640	4617.614453125	234102.43359375	330991.080973307	2258.81165779527	295386.237463752	217714.081352358
1619	7.54	732.54852	PE 35:1|PE 18:0_17:1	[M+H]+		0.778	True	10.5	732.55377	C40H78NO8P	PE	CSGIGSOZYMYFOM-UHFFFAOYSA-N	O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCC)COP(=O)(O)OCCN)CCCCCCCCCCCCCCCCC	410	True	True	True		False	False	null	null	100	100	60.5	66.1	100	1431.3	Sample_CPM030_035	732.54932:272833 733.55267:227788 734.55603:89933	55.05421:31 57.06847:62 60.08308:31 67.05299:93 71.08643:124 79.05641:93 83.08231:93 86.09661:325 93.06941:31 95.08332:124 97.10355:93 109.0994:124 111.07899:62 111.11897:62 121.1001:93 123.11821:93 124.99745:292 132.69075:26 135.10966:124 149.15405:31 153.12981:62 184.0712:8488 185.0713:62 186.07411:62 233.20837:31 247.24248:31 251.23241:93 265.25531:155 267.26343:62 294.28201:220 296.29053:62 308.30252:62 325.27142:62 339.28094:62 339.29907:31 341.30234:154 589.6958:62 589.70947:93 591.53259:17429 592.46234:62 592.54443:62 732.55133:5680	27317	27619	11356	32130	15450	4425768	2811527	2727307	4619729	2545282	2547964	3365281	4933946	4367440	4338302	2244755	2787083	2284336	5168361	5342396	1556298	4670815	3600065	4299454	4676350	4922061	4099809	2456810	4688304	2232422	4022201	2801402	2410448	4676090	2340553	4556770	2857183	4390688	1747032	1611630	2786537	3652700	5000390	3828717	3834213	1865169	4392940	2626490	2894765	4495960	4943499	4167705	2743684	2652634	2978375	1530090	4911376	4019289	3710561	2053567	4771887	4154716	1776651	4964174	4100779	3449845	79271	2411320	2890662	3800719	2361900	2585561	22774.133984375	3291836.85714286	3441985.77526042	8883.32656781956	886432.187284508	1195511.32954845
